objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
438674,False,2003.42.51,2003,False,,,[],"[{'constituentID': 120037, 'role': 'Artist', 'name': 'Paul-Narcisse Salières', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500030604', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q21091605', 'gender': ''}]",European Paintings,Painting,The Faïence Restorer,,,,,,Artist,,Paul-Narcisse Salières,"French, Carcassonne 1818–1908 Marseilles",,"Salières, Paul-Narcisse",French,1818,1908,,https://www.wikidata.org/wiki/Q21091605,http://vocab.getty.edu/page/ulan/500030604,1848,1848,1848,Oil on canvas,23 3/8 x 25 in. (59.4 x 63.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 59.37262, 'Width': 63.500126}}]","The Whitney Collection, Promised Gift of Wheelock Whitney III, and Purchase, Gift of Mr. and Mrs. Charles S. McVeigh, by exchange, 2003",,,,,,,,,,,,Paintings,,,2022-12-02T04:47:09.92Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438674,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Working', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300412186', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q6958747'}, {'term': 'Tools', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300024841', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q39546'}]",https://www.wikidata.org/wiki/Q19912662,False,
438675,False,2003.42.52,2003,False,,,[],"[{'constituentID': 127098, 'role': 'Artist', 'name': '? French Painter', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",European Paintings,Painting,"The Temple of Vesta, Tivoli",,,,,,Artist,?,French Painter,early 19th century,,French Painter,French,,,,,,ca. 1810–15,1810,1815,Oil on board (laminated wood and straw pulp board),13 x 10 5/8 in. (33 x 27 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 33.0201, 'Width': 26.9876}}]","Promised Gift of Wheelock Whitney III, and Purchase, Gift of Mr. and Mrs. Charles S. McVeigh, by exchange, 2003",,,,,,,,,,,,Paintings,,,2022-12-02T04:47:09.92Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438675,"[{'term': 'Temples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300007595', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q44539'}, {'term': 'Ruins', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008057', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q109607'}]",https://www.wikidata.org/wiki/Q19913473,False,
438676,False,2003.42.53,2003,False,,,[],"[{'constituentID': 120038, 'role': 'Artist', 'name': 'Pierre Antoine Augustin Vafflard', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500025837', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q3382870', 'gender': ''}]",European Paintings,Painting,"Study for ""Young and His Daughter""",,,,,,Artist,,Pierre Antoine Augustin Vafflard,"French, Paris 1777–1837 Paris",,"Vafflard, Pierre Antoine Augustin",French,1777,1837,,https://www.wikidata.org/wiki/Q3382870,http://vocab.getty.edu/page/ulan/500025837,ca. 1804,1799,1804,"Oil on paper, laid down on canvas",10 3/4 x 8 1/8 in. (27.3 x 20.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 27.3051, 'Width': 20.6375}}]","The Whitney Collection, Promised Gift of Wheelock Whitney III, and Purchase, Gift of Mr. and Mrs. Charles S. McVeigh, by exchange, 2003",,,,,,,,,,,,Paintings,,,2022-12-02T04:47:09.92Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438676,"[{'term': 'Girls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247581', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3031'}, {'term': 'Fathers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025931', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7565'}, {'term': 'Death', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300151836', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q19911951,False,
438677,False,2003.42.54,2003,True,https://images.metmuseum.org/CRDImages/ep/original/DP169468.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP169468.jpg,[],"[{'constituentID': 165561, 'role': 'Artist', 'name': 'Pierre Henri de Valenciennes', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500011650', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q334946', 'gender': ''}]",European Paintings,Painting,"The Banks of the Rance, Brittany",,,,,,Artist,,Pierre Henri de Valenciennes,"French, Toulouse 1750–1819 Paris",,"Valenciennes, Pierre Henri de",French,1750,1819,,https://www.wikidata.org/wiki/Q334946,http://vocab.getty.edu/page/ulan/500011650,possibly 1785,1785,1819,"Oil on paper, laid down on canvas",8 3/8 x 19 3/8 in. (21.3 x 49.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 21.3, 'Width': 49.2126}}]","The Whitney Collection, Gift of Wheelock Whitney III, and Purchase, Gift of Mr. and Mrs. Charles S. McVeigh, by exchange, 2003",,,,,,,,,,,,Paintings,,,2023-10-07T04:56:15.567Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438677,"[{'term': 'Rivers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008707', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4022'}]",https://www.wikidata.org/wiki/Q19911677,True,805
438678,False,2003.42.55,2003,False,,,[],"[{'constituentID': 162626, 'role': 'Artist', 'name': 'Eugène-Joseph Verboeckhoven', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500002047', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1353771', 'gender': ''}]",European Paintings,Painting,Mountainous Landscape with Bridge,,,,,,Artist,,Eugène-Joseph Verboeckhoven,"Belgian, Warneton 1798–1881 Brussels",,"Verboeckhoven, Eugène-Joseph",Belgian,1798,1881,,https://www.wikidata.org/wiki/Q1353771,http://vocab.getty.edu/page/ulan/500002047,,1818,1881,"Oil on paper, laid down on canvas",22 1/2 x 18 1/4 in. (57.2 x 46.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 57.2, 'Width': 46.3551}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 5.7150116, 'Height': 70.48514, 'Width': 59.69012}}]","The Whitney Collection, Promised Gift of Wheelock Whitney III, and Purchase, Gift of Mr. and Mrs. Charles S. McVeigh, by exchange, 2003",,,,,,,,,,,,Paintings,,,2022-12-02T04:47:09.92Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438678,"[{'term': 'Bridges', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300386855', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12280'}, {'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q19912310,False,
438679,False,2003.42.56,2003,False,,,[],"[{'constituentID': 127098, 'role': 'Artist', 'name': 'French Painter', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",European Paintings,Painting,Stormy Coast Scene after a Shipwreck,,,,,,Artist,,French Painter,early 19th century,,French Painter,French,,,,,,ca. 1825,1820,1830,Oil on canvas,23 1/4 x 28 3/8 in. (59 x 72 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 59, 'Width': 72}}]","Promised Gift of Wheelock Whitney III, and Purchase, Gift of Mr. and Mrs. Charles S. McVeigh, by exchange, 2003",,,,,,,,,,,,Paintings,,,2022-12-02T04:47:09.92Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438679,"[{'term': 'Seascapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300117546', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q158607'}, {'term': 'Storms', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300054734', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81054'}, {'term': 'Waves', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343616', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q165848'}]",https://www.wikidata.org/wiki/Q19913474,True,
438688,False,2003.281,2003,True,https://images.metmuseum.org/CRDImages/ep/original/DP104367.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP104367.jpg,[],"[{'constituentID': 161652, 'role': 'Artist', 'name': 'Federico Barocci', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115210', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q316731', 'gender': ''}]",European Paintings,Painting,Saint Francis,,,,,,Artist,,Federico Barocci,"Italian, Urbino ca. 1535–1612 Urbino",,"Barocci, Federico",Italian,1535,1612,,https://www.wikidata.org/wiki/Q316731,http://vocab.getty.edu/page/ulan/500115210,ca. 1600–1604,1600,1604,Oil on canvas,35 3/8 x 30 7/8 in. (89.9 x 78.4 cm); with added strips 35 7/8 x 31 3/8 in. (91.1 x 79.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 91.1227, 'Width': 79.6927}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.350013, 'Height': 111.76022, 'Width': 99.060196}}]","Purchase, Lila Acheson Wallace Gift and 2002 Benefit Fund, 2003",,,,,,,,,,,,Paintings,,,2023-11-20T12:17:35.617Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438688,"[{'term': 'Books', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028051', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q571'}, {'term': 'Saint Francis', 'AAT_URL': 'http://vocab.getty.edu/page/ulan/500349636', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q676555'}, {'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}]",https://www.wikidata.org/wiki/Q19912061,False,620
438690,False,2019.406,1999,True,https://images.metmuseum.org/CRDImages/ep/original/DP-18895-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-18895-001.jpg,[],"[{'constituentID': 108276, 'role': 'Artist', 'name': 'Carlo Saraceni', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500008651', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q938607', 'gender': ''}]",European Paintings,Painting,The Dormition of the Virgin,,,,,,Artist,,Carlo Saraceni,"Italian, Venice 1579?–1620 Venice",,"Saraceni, Carlo",Italian,1579,1620,,https://www.wikidata.org/wiki/Q938607,http://vocab.getty.edu/page/ulan/500008651,ca. 1612,1607,1617,Oil on canvas,120 1/8 x 91 in. (305.1 x 231.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 305.1181, 'Width': 231.1405}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 12.700026, 'Height': 347.98068, 'Width': 273.05054}}, {'elementName': 'Other', 'elementDescription': 'Picture', 'elementMeasurements': {'Weight': 41.27733}}]","Gift of Richard L. Feigen, in honor of Max Hollein, and in celebration of the Museum's 150th Anniversary, 2019",,,,,,,,,,,,Paintings,,,2023-11-20T12:17:35.617Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438690,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Death of the Virgin', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000556', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1245512'}]",https://www.wikidata.org/wiki/Q111272611,False,620
438691,False,05.41.2,1905,True,https://images.metmuseum.org/CRDImages/ep/original/DT1453.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1453.jpg,[],"[{'constituentID': 161797, 'role': 'Artist', 'name': 'Carlo Crivelli', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500005092', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q348024', 'gender': ''}]",European Paintings,Painting,Saint George,,,,,,Artist,,Carlo Crivelli,"Italian, Venice (?), active by 1457–died 1494/95 Ascoli Piceno",,"Crivelli, Carlo",Italian,1457,1495,,https://www.wikidata.org/wiki/Q348024,http://vocab.getty.edu/page/ulan/500005092,1472,1472,1472,"Tempera on wood, gold ground, transferred to Masonite",38 x 13 1/4 in. (96.5 x 33.7 cm),"[{'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.985, 'Height': 107.3152, 'Width': 42.5451}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 96.5202, 'Width': 33.6551}}]","Rogers Fund, 1905",,,,,,,,,,,,Paintings,,,2023-04-18T04:46:43.39Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438691,"[{'term': 'Saint George', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000509', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q48438'}, {'term': 'Armor', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300226591', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q20793164'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Dragons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375726', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7559'}]",https://www.wikidata.org/wiki/Q3947206,False,
438722,False,67.187.70b,1967,True,https://images.metmuseum.org/CRDImages/ep/original/DT1503.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1503.jpg,[],"[{'constituentID': 161947, 'role': 'Artist', 'name': 'Vincent van Gogh', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115588', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5582', 'gender': ''}]",European Paintings,Painting,The Potato Peeler (reverse: Self-Portrait with a Straw Hat),,,,,,Artist,,Vincent van Gogh,"Dutch, Zundert 1853–1890 Auvers-sur-Oise",,"Gogh, Vincent van",Dutch,1853,1890,,https://www.wikidata.org/wiki/Q5582,http://vocab.getty.edu/page/ulan/500115588,1885,1885,1885,Oil on canvas,16 x 12 1/2 in. (40.6 x 31.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 40.6, 'Width': 31.8}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.0325, 'Height': 52.7051, 'Width': 43.1801}}]","Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,,Paintings,,,2023-10-18T04:55:33.33Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438722,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q20167246,True,825
438724,False,2004.31,2004,True,https://images.metmuseum.org/CRDImages/ep/original/DT5656.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT5656.jpg,[],"[{'constituentID': 161763, 'role': 'Artist', 'name': 'Philippe de Champaigne', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115355', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q314814', 'gender': ''}]",European Paintings,Painting,The Annunciation,,,,,,Artist,,Philippe de Champaigne,"French, Brussels 1602–1674 Paris",,"Champaigne, Philippe de",French,1602,1674,,https://www.wikidata.org/wiki/Q314814,http://vocab.getty.edu/page/ulan/500115355,ca. 1644,1639,1649,Oil on oak,"Overall, 28 x 28 3/4 in. (71.1 x 73 cm); painted surface, 27 1/4 x 27 3/4 in. (69.2 x 70.5 cm)","[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Height': 69.2151, 'Width': 70.4851}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 71.1201, 'Width': 73.0251}}]","Wrightsman Fund, 2004",,,,,,,,,,,,Paintings,,,2023-11-20T04:56:39.917Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438724,"[{'term': 'Annunciation', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300412102', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q154326'}, {'term': 'Doves', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250045', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2984138'}, {'term': 'Archangel Gabriel', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000493', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81989'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}]",https://www.wikidata.org/wiki/Q19911592,False,622
438726,False,2004.85,2004,True,https://images.metmuseum.org/CRDImages/ep/original/DP-19457-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19457-001.jpg,[],"[{'constituentID': 162048, 'role': 'Artist', 'name': 'Nicolas Lancret', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500029432', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q188172', 'gender': ''}]",European Paintings,Painting,The Servant Justified,,,,,,Artist,,Nicolas Lancret,"French, Paris 1690–1743 Paris",,"Lancret, Nicolas",French,1690,1743,,https://www.wikidata.org/wiki/Q188172,http://vocab.getty.edu/page/ulan/500029432,ca. 1740,1735,1745,Oil on copper,11 x 14 in. (27.9 x 35.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 27.9401, 'Width': 35.5601}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Height': 40.6401, 'Width': 45.7201}}]","Purchase, Walter and Leonore Annenberg and The Annenberg Foundation Gift, 2004",,,,,,,,,,,,Paintings,,,2023-11-20T12:17:35.617Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438726,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q19912060,False,629
438727,False,2004.86,2004,True,https://images.metmuseum.org/CRDImages/ep/original/DP-19458-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19458-001.jpg,[],"[{'constituentID': 162048, 'role': 'Artist', 'name': 'Nicolas Lancret', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500029432', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q188172', 'gender': ''}]",European Paintings,Painting,Brother Philippe's Geese,,,,,,Artist,,Nicolas Lancret,"French, Paris 1690–1743 Paris",,"Lancret, Nicolas",French,1690,1743,,https://www.wikidata.org/wiki/Q188172,http://vocab.getty.edu/page/ulan/500029432,ca. 1736,1731,1741,Oil on copper,10 3/4 x 13 7/8 in. (27.3 x 35.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 27.3051, 'Width': 35.2426}}, {'elementName': 'Frame', 'elementDescription': None, 'elementMeasurements': {'Height': 40.6401, 'Width': 45.7201}}]","Purchase, Walter and Leonore Annenberg and The Annenberg Foundation Gift, 2004",,,,,,,,,,,,Paintings,,,2023-11-20T12:17:35.617Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438727,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Servants', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025874', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q54128'}]",https://www.wikidata.org/wiki/Q19914288,False,629
438737,False,2004.243,2004,True,https://images.metmuseum.org/CRDImages/ep/original/DP-23479-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23479-001.jpg,[],"[{'constituentID': 162058, 'role': 'Artist', 'name': 'Henri Lehmann', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500032345', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q240483', 'gender': ''}]",European Paintings,Painting,Faustine Léo (1832–1865),,,,,,Artist,,Henri Lehmann,"French, Kiel 1814–1882 Paris",,"Lehmann, Henri",French,1814,1882,,https://www.wikidata.org/wiki/Q240483,http://vocab.getty.edu/page/ulan/500032345,1842,1842,1842,Oil on canvas,39 3/8 in. × 32 in. (100 × 81.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 100.0127, 'Width': 81.3}}]","Purchase, Wolfe Fund and Mr. and Mrs. Frank E. Richardson Gift, 2004",,,,,,,,,,,,Paintings,,,2023-10-17T04:55:18.057Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438737,"[{'term': 'Girls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247581', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3031'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q19914285,False,
438738,False,2004.359,2004,True,https://images.metmuseum.org/CRDImages/ep/original/DP-20613-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20613-001.jpg,[],"[{'constituentID': 162257, 'role': 'Artist', 'name': 'Camille Pissarro', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500001924', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q134741', 'gender': ''}]",European Paintings,Painting,"Haystacks, Morning, Eragny",,,,,,Artist,,Camille Pissarro,"French, Charlotte Amalie, Saint Thomas 1830–1903 Paris",,"Pissarro, Camille",French,1830,1903,,https://www.wikidata.org/wiki/Q134741,http://vocab.getty.edu/page/ulan/500001924,1899,1899,1899,Oil on canvas,25 x 31 1/2 in. (63.5 x 80 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 63.5001, 'Width': 80.0102}}]","Bequest of Douglas Dillon, 2003",,,,,,,,,,,,Paintings,,,2023-06-23T04:56:50.337Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438738,"[{'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}, {'term': 'Morning', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343630', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7722'}, {'term': 'Haystacks', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300435325', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q62577'}]",https://www.wikidata.org/wiki/Q19912659,False,820
438740,False,2004.392,2004,True,https://images.metmuseum.org/CRDImages/ep/original/DP146936.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP146936.jpg,[],"[{'constituentID': 162088, 'role': 'Artist', 'name': 'Nicolaes Maes', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500015747', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q505150', 'gender': ''}]",European Paintings,"Painting, miniature",Portrait of a Woman,,,,,,Artist,,Nicolaes Maes,"Dutch, Dordrecht 1634–1693 Amsterdam",,"Maes, Nicolaes",Dutch,1634,1693,,https://www.wikidata.org/wiki/Q505150,http://vocab.getty.edu/page/ulan/500015747,1657,1657,1657,Oil on copper,4 5/8 x 3 3/8 in. (117 x 86 mm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 11.7475, 'Width': 8.5725}}]","Gift of Lila and Herman Shickman, 2004",,,,,,,,,,,,Miniatures,,,2021-09-23T04:36:08.163Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438740,"[{'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q19913326,False,
